日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20210730,3521,エコナックホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3524,日東製網,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20210730,3526,芦森工業,市場第一部（内国株）,3700,輸送用機器,6,自動車・輸送機 ,7,TOPIX Small 2
20210730,3528,ミライノベート,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,3529,アツギ,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20210730,3536,アクサスホールディングス,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20210730,3537,昭栄薬品,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20210730,3538,ウイルプラスホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20210730,3539,ＪＭホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20210730,3540,歯愛メディカル,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20210730,3541,農業総合研究所,マザーズ（内国株）,6050,卸売業,13,商社・卸売 ,-,-
20210730,3542,ベガコーポレーション,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20210730,3543,コメダホールディングス,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,6,TOPIX Small 1
20210730,3544,サツドラホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20210730,3546,アレンザホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20210730,3547,串カツ田中ホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20210730,3548,バロックジャパンリミテッド,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20210730,3549,クスリのアオキホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20210730,3550,スタジオアタオ,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20210730,3551,ダイニック,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20210730,3553,共和レザー,市場第一部（内国株）,3200,化学,4,素材・化学 ,7,TOPIX Small 2
20210730,3556,リネットジャパングループ,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20210730,3557,ユナイテッド＆コレクティブ,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20210730,3558,ロコンド,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20210730,3559,ピーバンドットコム,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20210730,3560,ほぼ日,JASDAQ(スタンダード・内国株）,6100,小売業,14,小売 ,-,-
20210730,3561,力の源ホールディングス,市場第一部（内国株）,6100,小売業,14,小売 ,7,TOPIX Small 2
20210730,3562,Ｎｏ．１,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売 ,-,-
20210730,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,市場第一部（内国株）,6100,小売業,14,小売 ,4,TOPIX Mid400
20210730,3565,アセンテック,市場第一部（内国株）,6050,卸売業,13,商社・卸売 ,7,TOPIX Small 2
20210730,3566,ユニフォームネクスト,マザーズ（内国株）,6100,小売業,14,小売 ,-,-
20210730,3569,セーレン,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20210730,3571,ソトー,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20210730,3577,東海染工,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20210730,3578,倉庫精練,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20210730,3580,小松マテーレ,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20210730,3583,オーベクス,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20210730,3591,ワコールホールディングス,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,4,TOPIX Mid400
20210730,3593,ホギメディカル,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20210730,3597,自重堂,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20210730,3598,山喜,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20210730,3600,フジックス,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20210730,3604,川本産業,市場第二部（内国株）,3100,繊維製品,4,素材・化学 ,-,-
20210730,3607,クラウディアホールディングス,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20210730,3608,ＴＳＩホールディングス,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20210730,3611,マツオカコーポレーション,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,7,TOPIX Small 2
20210730,3612,ワールド,市場第一部（内国株）,3100,繊維製品,4,素材・化学 ,6,TOPIX Small 1
20210730,3622,ネットイヤーグループ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3623,ビリングシステム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3624,アクセルマーク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3625,テックファームホールディングス,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3626,ＴＩＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20210730,3627,ＪＮＳホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3628,データホライゾン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3632,グリー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3633,ＧＭＯペパボ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3634,ソケッツ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3635,コーエーテクモホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20210730,3636,三菱総合研究所,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3639,ボルテージ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3640,電算,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3641,パピレス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3645,メディカルネット,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3646,駅探,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3647,ジー・スリーホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3648,ＡＧＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3649,ファインデックス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3652,ディジタルメディアプロフェッショナル,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3653,モルフォ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3655,ブレインパッド,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3656,ＫＬａｂ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3657,ポールトゥウィン・ピットクルーホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3658,イーブックイニシアティブジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3659,ネクソン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20210730,3660,アイスタイル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3661,エムアップホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3662,エイチーム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3663,アートスパークホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3664,モブキャストホールディングス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3665,エニグモ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3666,テクノスジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3667,ｅｎｉｓｈ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3668,コロプラ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3670,協立情報通信,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3671,ソフトマックス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3672,オルトプラス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3673,ブロードリーフ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3674,オークファン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3675,クロス・マーケティンググループ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3676,デジタルハーツホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3677,システム情報,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3678,メディアドゥ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3679,じげん,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3680,ホットリンク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3681,ブイキューブ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3682,エンカレッジ・テクノロジ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3683,サイバーリンクス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3686,ディー・エル・イー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3687,フィックスターズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3690,イルグルム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3691,リアルワールド,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3692,ＦＦＲＩセキュリティ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3693,イー・カムトゥルー,PRO Market,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3694,オプティム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3695,ＧＭＯリサーチ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3696,セレス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3697,ＳＨＩＦＴ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3698,ＣＲＩ・ミドルウェア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3708,特種東海製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20210730,3710,ジョルダン,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3712,情報企画,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3719,ジェクシード,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3723,日本ファルコム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3726,フォーシーズホールディングス,市場第二部（内国株）,6100,小売業,14,小売 ,-,-
20210730,3727,アプリックス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3733,ソフトウェア・サービス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3738,ティーガイア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3741,セック,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3744,サイオス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3747,インタートレード,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3750,ＦＲＡＣＴＡＬＥ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3751,日本アジアグループ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3753,フライトホールディングス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3758,アエリア,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3760,ケイブ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3762,テクマトリックス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3763,プロシップ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3765,ガンホー・オンライン・エンターテイメント,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20210730,3766,システムズ・デザイン,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3768,リスクモンスター,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3769,ＧＭＯペイメントゲートウェイ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,4,TOPIX Mid400
20210730,3770,ザッパラス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3771,システムリサーチ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3772,ウェルス・マネジメント,市場第二部（内国株）,8050,不動産業,17,不動産 ,-,-
20210730,3773,アドバンスト・メディア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3774,インターネットイニシアティブ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3776,ブロードバンドタワー,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3777,ＦＨＴホールディングス,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3778,さくらインターネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3779,ジェイ・エスコムホールディングス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3782,ディー・ディー・エス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3784,ヴィンクス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3787,テクノマセマティカル,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3788,ＧＭＯグローバルサイン・ホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3791,ＩＧポート,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3793,ドリコム,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3796,いい生活,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3798,ＵＬＳグループ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3799,キーウェアソリューションズ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3800,ユニリタ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3802,エコミック,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3803,イメージ情報開発,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3804,システム　ディ,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3807,フィスコ,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3810,サイバーステップ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3814,アルファクス・フード・システム,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3815,メディア工房,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3816,大和コンピューター,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3817,ＳＲＡホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3823,アクロディア,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3825,リミックスポイント,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3826,システムインテグレータ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3834,朝日ネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3835,ｅＢＡＳＥ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3836,アバント,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3837,アドソル日進,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3839,ＯＤＫソリューションズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3840,パス,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3841,ジーダット,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3842,ネクストジェン,JASDAQ(グロース・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3843,フリービット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3844,コムチュア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3845,アイフリークモバイル,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3847,パシフィックシステム,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3848,データ・アプリケーション,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3850,エヌ・ティ・ティ・データ・イントラマート,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3851,日本一ソフトウェア,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3852,サイバーコム,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3853,アステリア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3854,アイル,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3856,Ａｂａｌａｎｃｅ,市場第二部（内国株）,3650,電気機器,9,電機・精密 ,-,-
20210730,3857,ラック,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3858,ユビキタスＡＩコーポレーション,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3861,王子ホールディングス,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,4,TOPIX Mid400
20210730,3863,日本製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,4,TOPIX Mid400
20210730,3864,三菱製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20210730,3865,北越コーポレーション,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,6,TOPIX Small 1
20210730,3877,中越パルプ工業,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20210730,3878,巴川製紙所,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20210730,3880,大王製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,6,TOPIX Small 1
20210730,3891,ニッポン高度紙工業,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学 ,-,-
20210730,3892,岡山製紙,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学 ,-,-
20210730,3895,ハビックス,JASDAQ(スタンダード・内国株）,3150,パルプ・紙,4,素材・化学 ,-,-
20210730,3896,阿波製紙,市場第一部（内国株）,3150,パルプ・紙,4,素材・化学 ,7,TOPIX Small 2
20210730,3900,クラウドワークス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3901,マークラインズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3902,メディカル・データ・ビジョン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3903,ｇｕｍｉ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3904,カヤック,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3905,データセクション,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3906,ＡＬＢＥＲＴ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3907,シリコンスタジオ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3908,コラボス,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3909,ショーケース,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3910,エムケイシステム,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3911,Ａｉｍｉｎｇ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3912,モバイルファクトリー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3913,ｓＭｅｄｉｏ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3914,ＪＩＧ－ＳＡＷ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3915,テラスカイ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3916,デジタル・インフォメーション・テクノロジー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3917,アイリッジ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3918,ＰＣＩホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3919,パイプドＨＤ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3920,アイビーシー,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3921,ネオジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3922,ＰＲ　ＴＩＭＥＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3923,ラクス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3924,ランドコンピュータ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3925,ダブルスタンダード,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3926,オープンドア,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3927,フーバーブレイン,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3928,マイネット,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3929,ソーシャルワイヤー,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3930,はてな,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3931,バリューゴルフ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3932,アカツキ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,6,TOPIX Small 1
20210730,3933,チエル,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3934,ベネフィットジャパン,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
20210730,3935,エディア,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3936,グローバルウェイ,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,-,-
20210730,3937,Ｕｂｉｃｏｍホールディングス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他 ,7,TOPIX Small 2
